生效日期,城市省份ID,城市名_中文,城市名_英文,胜利点,城市人口_原版无独立字段,人口口径,所属地区人口,所属地区ID,所属地区_中文,所属地区_英文,地区类型,地区建筑槽,本地补给,地区省份数,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,核心TAG,宣称TAG,省份类型,地形,是否沿海,大陆,大陆ID,省份RGB,地图X,地图高度Y,地图Z,地图旋转,地图缩放,是否补给节点,补给节点等级字段,铁路经过数量,铁路最高等级,地区资源,地区建筑,本省建筑,城市特殊名_中文,城市特殊名_英文,来源州文件
base,1424,蒙克顿,Moncton,2,,所属地区manpower,475020,465,新不伦瑞克,New Brunswick,rural,2,0.0,8,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,forest,true,north_america,2,"6,204,205",1793.51,10.00,1660.63,-1.57,0.48,no,,1,2,,"{""industrial_complex"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\465-New Brunswick.txt
base,4285,圣约翰,Saint John,1,,所属地区manpower,475020,465,新不伦瑞克,New Brunswick,rural,2,0.0,8,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,forest,true,north_america,2,"48,54,88",1778.30,10.00,1647.50,-1.57,0.44,yes,1,1,2,,"{""industrial_complex"": 2, ""infrastructure"": 3}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\465-New Brunswick.txt
base,4872,温尼伯,Winnipeg,5,,所属地区manpower,641071,467,曼尼托巴,Manitoba,rural,2,9.0,12,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,plains,false,north_america,2,"50,201,58",1279.50,10.20,1753.00,1.57,0.50,yes,1,4,2,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\467-Manitoba.txt
base,4345,蒙特利尔,Montréal,20,,所属地区manpower,2432754,468,圣劳伦斯,Saint Lawrence,city,6,0.0,15,CAN,加拿大自由共和国,Free Canadian Republic,,CAN;QUE,,land,urban,false,north_america,2,"48,117,63",1645.50,9.90,1655.00,1.57,0.42,yes,1,5,3,"{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt
base,12149,魁北克,Québec,3,,所属地区manpower,2432754,468,圣劳伦斯,Saint Lawrence,city,6,0.0,15,CAN,加拿大自由共和国,Free Canadian Republic,,CAN;QUE,,land,plains,true,north_america,2,"174,51,52",1688.22,9.78,1681.00,1.57,0.38,no,,0,0,"{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 6}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt
base,10230,舍布鲁克,Sherbrooke,1,,所属地区manpower,2432754,468,圣劳伦斯,Saint Lawrence,city,6,0.0,15,CAN,加拿大自由共和国,Free Canadian Republic,,CAN;QUE,,land,hills,false,north_america,2,"132,105,224",1686.04,12.08,1647.00,1.57,0.34,no,,0,0,"{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt
base,4739,萨斯卡通,Saskatoon,2,,所属地区manpower,800000,469,萨斯喀彻温,Saskatchewan,rural,2,0.0,14,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,plains,false,north_america,2,"50,60,28",1129.90,10.90,1786.00,1.57,0.78,yes,1,3,2,,"{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\469-Saskatchewan.txt
base,3010,埃德蒙顿,Edmonton,3,,所属地区manpower,690800,470,阿尔伯塔,Alberta,rural,2,0.0,17,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,plains,false,north_america,2,"42,12,248",1019.72,11.74,1823.00,1.57,0.58,yes,1,2,2,"{""coal"": 5}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\470-Alberta.txt
base,1408,温哥华,Vancouver,15,,所属地区manpower,638165,473,不列颠哥伦比亚,British Columbia,town,4,4.0,22,CAN,加拿大自由共和国,Free Canadian Republic,,CAN,,land,mountain,true,north_america,2,"6,186,160",887.94,10.58,1730.00,1.57,0.32,yes,1,3,2,"{""coal"": 4, ""oil"": 1}","{""air_base"": 3, ""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\473-British Columbia.txt
base,4904,坎佩切,Campeche,1,,所属地区manpower,440289,474,尤卡坦,Yucatan,rural,2,0.0,3,MEX,墨西哥,Mexico,,MEX;YUC,,land,jungle,true,north_america,2,"51,15,158",1394.02,10.10,1186.54,-1.57,0.68,no,,0,0,,"{""air_base"": 1, ""infrastructure"": 2}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\474-Yucatan.txt
base,4965,坎昆,Cancún,3,,所属地区manpower,440289,474,尤卡坦,Yucatan,rural,2,0.0,3,MEX,墨西哥,Mexico,,MEX;YUC,,land,jungle,true,north_america,2,"51,63,3",1440.98,10.00,1203.06,-1.57,0.84,no,,0,0,,"{""air_base"": 1, ""infrastructure"": 2}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\474-Yucatan.txt
base,1900,图斯特拉古铁雷斯,Tuxtla Gutiérrez,3,,所属地区manpower,805874,475,恰帕斯,Chiapas,rural,2,0.0,3,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"9,12,30",1361.84,14.50,1140.63,-1.57,0.64,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\475-Chiapas.txt
base,10889,夸察夸尔科斯,Coatzacoalcos,1,,所属地区manpower,1663331,476,瓦哈卡,Oaxaca,rural,2,8.0,5,MEX,墨西哥,Mexico,,MEX,,land,jungle,true,north_america,2,"135,174,149",1319.16,10.20,1165.81,-1.57,0.52,no,,0,0,"{""oil"": 8}","{""air_base"": 2, ""infrastructure"": 2}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\476-Oaxaca.txt
base,2021,比亚埃尔莫萨,Villahermosa,3,,所属地区manpower,1663331,476,瓦哈卡,Oaxaca,rural,2,8.0,5,MEX,墨西哥,Mexico,,MEX,,land,jungle,true,north_america,2,"9,120,140",1341.77,10.00,1158.31,-1.57,0.48,no,,0,0,"{""oil"": 8}","{""air_base"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\476-Oaxaca.txt
base,12810,韦拉克鲁斯,Veracruz,5,,所属地区manpower,1951460,477,韦拉克鲁斯,Veracruz,town,4,0.0,4,MEX,墨西哥,Mexico,,MEX,,land,jungle,true,north_america,2,"177,117,12",1307.88,10.00,1170.26,-1.57,0.56,yes,1,2,2,"{""oil"": 9}","{""dockyard"": 1, ""infrastructure"": 2}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\477-Veracruz.txt
base,8089,普埃布拉,Puebla,10,,所属地区manpower,1951460,477,韦拉克鲁斯,Veracruz,town,4,0.0,4,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"93,171,21",1274.61,15.50,1173.75,-1.57,0.76,no,,1,2,"{""oil"": 9}","{""dockyard"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\477-Veracruz.txt
base,13089,瓜达拉哈拉,Guadalajara,10,,所属地区manpower,2470875,478,哈利斯科,Jalisco,town,4,0.0,6,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"99,197,150",1186.50,14.45,1197.00,1.57,0.46,yes,1,3,2,"{""tungsten"": 8}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\478-Nayarit.txt
base,10172,阿瓜斯卡连特斯,Aguascalientes,5,,所属地区manpower,2470875,478,哈利斯科,Jalisco,town,4,0.0,6,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"132,45,9",1202.06,16.00,1230.00,1.57,0.50,yes,1,3,1,"{""tungsten"": 8}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\478-Nayarit.txt
base,12746,巴亚尔塔港,Puerto Vallarta,1,,所属地区manpower,2470875,478,哈利斯科,Jalisco,town,4,0.0,6,MEX,墨西哥,Mexico,,MEX,,land,forest,true,north_america,2,"177,45,192",1166.23,10.70,1206.25,-1.57,0.72,no,,1,2,"{""tungsten"": 8}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\478-Nayarit.txt
base,4956,圣路易斯波托西,San Luis Potosi,10,,所属地区manpower,1032988,479,塔毛利帕斯,Tamaulipas,town,4,0.0,7,MEX,墨西哥,Mexico,,MEX;RIG,,land,mountain,false,north_america,2,"51,51,193",1232.52,15.19,1228.00,1.57,0.46,yes,1,4,2,"{""oil"": 9}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\479-Tamaulipas.txt
base,5015,马塔莫罗斯,Matamoros,5,,所属地区manpower,1032988,479,塔毛利帕斯,Tamaulipas,town,4,0.0,7,MEX,墨西哥,Mexico,,MEX;RIG,,land,plains,true,north_america,2,"51,114,168",1273.51,9.70,1289.18,-1.57,0.56,yes,1,2,2,"{""oil"": 9}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\479-Tamaulipas.txt
base,12835,蒙特雷,Monterrey,10,,所属地区manpower,827826,480,科阿韦拉,Coahuila,large_town,5,0.0,9,MEX,墨西哥,Mexico,,MEX;RIG,,land,mountain,false,north_america,2,"177,141,137",1230.14,13.05,1290.00,1.57,0.54,yes,1,5,3,"{""coal"": 3, ""oil"": 8}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\480-Coahuila.txt
base,10769,雷诺萨,Reynosa,5,,所属地区manpower,827826,480,科阿韦拉,Coahuila,large_town,5,0.0,9,MEX,墨西哥,Mexico,,MEX;RIG,,land,plains,false,north_america,2,"135,48,94",1261.11,10.00,1294.71,-1.57,0.60,no,,1,1,"{""coal"": 3, ""oil"": 8}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\480-Coahuila.txt
base,12811,彼德拉斯内格拉斯,Piedras Negras,1,,所属地区manpower,827826,480,科阿韦拉,Coahuila,large_town,5,0.0,9,MEX,墨西哥,Mexico,,MEX;RIG,,land,plains,false,north_america,2,"177,117,162",1233.43,11.10,1333.37,-1.57,0.56,no,,0,0,"{""coal"": 3, ""oil"": 8}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\480-Coahuila.txt
base,7921,杜兰戈,Durango,10,,所属地区manpower,1255094,481,杜兰戈,Durango,rural,2,6.0,9,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"93,12,151",1162.31,14.63,1254.00,1.57,0.52,no,,0,0,"{""coal"": 1}","{""dockyard"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\481-Sinaloa.txt
base,8097,华雷斯,Juárez,10,,所属地区manpower,520751,482,奇瓦瓦,Chihuahua,rural,2,0.0,11,MEX,墨西哥,Mexico,,MEX,,land,desert,false,north_america,2,"93,177,201",1143.65,13.50,1387.16,-1.57,0.64,yes,1,2,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\482-Chihuahua.txt
base,10830,奇瓦瓦,Chihuahua,10,,所属地区manpower,520751,482,奇瓦瓦,Chihuahua,rural,2,0.0,11,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"135,114,34",1144.06,14.29,1329.00,1.57,0.56,yes,1,2,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\482-Chihuahua.txt
base,10765,埃莫西约,Hermosillo,5,,所属地区manpower,303987,483,索诺拉,Sonora,rural,2,0.0,10,MEX,墨西哥,Mexico,,MEX,,land,plains,false,north_america,2,"135,42,214",1089.04,11.55,1354.00,-1.57,0.56,no,,1,2,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\483-Sonora.txt
base,12461,蒂华纳,Tijuana,10,,所属地区manpower,108841,484,下加利福尼亚,Baja California,rural,2,0.0,9,MEX,墨西哥,Mexico,,MEX,,land,hills,true,north_america,2,"175,168,212",982.13,9.90,1403.79,-1.57,0.32,no,,0,0,,"{""air_base"": 3, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\484-Baja California.txt
base,10730,阿卡普尔科,Acapulco,5,,所属地区manpower,1598311,485,格雷罗,Guerrero,rural,2,0.0,5,MEX,墨西哥,Mexico,,MEX,,land,plains,true,north_america,2,"135,6,29",1257.00,11.30,1140.61,-1.57,0.56,no,,0,0,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\485-Guerrero.txt
base,4887,莫雷利亚,Morelia,3,,所属地区manpower,1598311,485,格雷罗,Guerrero,rural,2,0.0,5,MEX,墨西哥,Mexico,,MEX,,land,mountain,false,north_america,2,"51,3,93",1215.68,15.80,1187.10,-1.57,0.64,no,,1,1,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\485-Guerrero.txt
base,8032,曼萨尼约,Manzanillo,1,,所属地区manpower,1598311,485,格雷罗,Guerrero,rural,2,0.0,5,MEX,墨西哥,Mexico,,MEX,,land,forest,true,north_america,2,"93,111,11",1199.56,10.90,1166.78,-1.57,0.48,yes,1,1,1,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\485-Guerrero.txt
base,2160,圣克鲁斯-德拉谢拉,Santa Cruz de la Sierra,5,,所属地区manpower,334500,487,圣克鲁兹,Santa Cruz,pastoral,1,0.0,11,BOL,玻利维亚,Bolivia,,BOL,,land,forest,false,south_america,3,"10,66,215",1827.62,10.78,566.00,1.57,0.82,no,,0,0,,"{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\487-Amazinas.txt
base,10879,圣费利克斯,San Félix,1,,所属地区manpower,245642,488,玻利瓦尔,Bolivar,pastoral,1,0.0,8,VEN,玻利瓦尔主义委内瑞拉,Bolivarian Venezuela,,VEN,,land,jungle,false,south_america,3,"135,165,154",1824.39,9.90,998.37,-1.57,0.80,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\488-Bolivar.txt
base,1944,马拉开波,Maracaibo,1,,所属地区manpower,1576373,489,苏利亚,Zulia,town,4,6.0,7,VEN,玻利瓦尔主义委内瑞拉,Bolivarian Venezuela,,VEN,,land,forest,true,south_america,3,"9,39,70",1684.91,9.80,1036.59,-1.57,0.56,no,,0,0,"{""coal"": 1, ""oil"": 35}","{""industrial_complex"": 2, ""infrastructure"": 2}","{""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\489-Monagas.txt
base,13289,伊基托斯,Iquitos,2,,所属地区manpower,70020,490,帕斯塔萨,Pastaza,pastoral,1,6.0,4,ECU,加拉帕戈斯政权,Galapagos Regime,,PRU;ECU,,land,jungle,false,south_america,3,"81,254,121",1656.20,9.80,811.00,-1.57,0.80,no,,0,0,,"{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\490-Pastaza.txt
base,10970,尤里马瓜斯,Yurimaguas,1,,所属地区manpower,176626,491,洛雷托,Loreto,pastoral,1,0.0,5,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,jungle,false,south_america,3,"136,96,149",1626.46,10.00,770.48,-1.57,0.92,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\491-Loreto.txt
base,2210,阿雷基帕,Arequipa,5,,所属地区manpower,1601278,492,阿雷基帕,Arequipa,rural,2,0.0,8,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,mountain,false,south_america,3,"10,174,70",1682.34,19.60,610.64,-1.57,0.60,yes,1,1,1,"{""tungsten"": 6}","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\492-Piura.txt
base,13288,莫延多,Mollendo,1,,所属地区manpower,1601278,492,阿雷基帕,Arequipa,rural,2,0.0,8,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,mountain,true,south_america,3,"212,59,206",1676.26,11.50,603.44,-1.57,0.36,no,,1,1,"{""tungsten"": 6}","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\492-Piura.txt
base,13286,普诺,Puno,1,,所属地区manpower,1601278,492,阿雷基帕,Arequipa,rural,2,0.0,8,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,mountain,false,south_america,3,"133,224,187",1721.32,20.05,604.00,-1.57,0.44,no,,0,0,"{""tungsten"": 6}","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\492-Piura.txt
base,2023,麦德林,Medellin,1,,所属地区manpower,2826781,493,拉利伯塔德,La Libertad,town,4,0.0,11,COL,新宪法哥伦比亚,Nueva Constitución,,COL,,land,mountain,false,south_america,3,"9,123,55",1626.50,14.00,969.00,1.57,0.50,no,,0,0,"{""coal"": 6, ""oil"": 15}","{""air_base"": 4, ""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\493-La Libertad.txt
base,12790,卡塔赫纳,Cartagena,5,,所属地区manpower,2826781,493,拉利伯塔德,La Libertad,town,4,0.0,11,COL,新宪法哥伦比亚,Nueva Constitución,,COL,,land,plains,true,south_america,3,"177,93,142",1635.84,9.90,1040.25,-1.57,0.36,no,,0,0,"{""coal"": 6, ""oil"": 15}","{""air_base"": 4, ""industrial_complex"": 2, ""infrastructure"": 2}","{""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\493-La Libertad.txt
base,8191,马尔多纳多港,Puerto Maldonado,1,,所属地区manpower,735826,494,乌卡亚利,Ucayali,rural,2,0.0,7,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,jungle,false,south_america,3,"94,75,181",1725.30,10.60,672.73,-1.57,0.64,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\494-Ucayali.txt
base,5166,库斯科,Cusco,3,,所属地区manpower,735826,494,乌卡亚利,Ucayali,rural,2,0.0,7,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,mountain,false,south_america,3,"52,72,53",1680.56,19.80,651.69,1.57,0.92,no,,1,1,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\494-Ucayali.txt
base,2226,普卡尔帕,Pucallpa,2,,所属地区manpower,735826,494,乌卡亚利,Ucayali,rural,2,0.0,7,PRU,秘鲁独立国,Peruvian Independent State,,PRU,,land,jungle,false,south_america,3,"10,207,40",1648.18,10.10,741.04,-1.57,0.56,no,,0,0,,"{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\494-Ucayali.txt
base,10934,马瑙斯,Manaus,1,,所属地区manpower,159900,495,亚马逊,Amazonas,pastoral,1,0.0,44,BRA,巴西,Brazil,,BRA,,land,jungle,false,south_america,3,"136,21,9",1890.53,10.40,822.13,-1.57,0.60,yes,1,0,0,,"{""infrastructure"": 0}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\495-Amazonas.txt
base,7476,贝洛奥里藏特,Belo Horizonte,3,,所属地区manpower,4603600,496,米纳斯吉拉斯,Minas Gerais,rural,2,0.0,23,BRA,巴西,Brazil,,BRA,,land,plains,false,south_america,3,"91,18,171",2101.86,11.16,558.00,1.57,0.46,yes,1,1,2,"{""steel"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\496-Para.txt
base,12933,圣路易斯,São Luís,2,,所属地区manpower,575050,497,马拉尼昂,Maranhão,pastoral,1,0.0,5,BRA,巴西,Brazil,,BRA,,land,forest,true,south_america,3,"178,69,17",2135.62,9.70,815.00,-1.57,0.72,no,,0,0,"{""rubber"": 13}","{""air_base"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\497-Maranhao.txt
base,10933,纳塔尔,Natal,3,,所属地区manpower,649000,498,北里奥格兰德,Rio Grande do Norte,town,4,0.0,3,BRA,巴西,Brazil,,BRA,,land,plains,true,south_america,3,"136,18,149",2242.04,9.87,778.00,1.57,0.42,no,,0,0,"{""tungsten"": 3}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\498-Rio Grande.txt
base,10946,萨尔瓦多,Salvador,1,,所属地区manpower,4233900,499,巴伊亚,Bahia,large_town,5,0.0,16,BRA,巴西,Brazil,,BRA,,land,forest,true,south_america,3,"136,48,49",2197.96,10.20,673.00,1.57,0.56,yes,1,1,1,"{""chromium"": 3}","{""air_base"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\499-Bahia.txt
base,10980,里约热内卢,Rio de Janeiro,10,,所属地区manpower,6665500,500,里约热内卢,Rio de Janeiro,large_city,8,0.0,4,BRA,巴西,Brazil,,BRA,,land,urban,true,south_america,3,"136,120,224",2136.96,9.86,502.00,-1.57,0.28,yes,1,3,2,,"{""air_base"": 7, ""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 4, ""infrastructure"": 3}","{""landmark_cristo_redentor"": {""allowed"": {""has_dlc"": ""Gotterdammerung""}, ""level"": 1}, ""naval_base"": 7}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\500-Rio de Janerio.txt
base,10513,圣保罗,São Paulo,20,,所属地区manpower,6199200,501,圣保罗,São Paulo,city,6,0.0,14,BRA,巴西,Brazil,,BRA,,land,urban,false,south_america,3,"133,201,74",2074.50,11.85,490.00,1.57,0.34,yes,1,5,2,,"{""arms_factory"": 1, ""industrial_complex"": 3, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\501-Saol Paulo.txt
base,5112,桑托斯,Santos,1,,所属地区manpower,6199200,501,圣保罗,São Paulo,city,6,0.0,14,BRA,巴西,Brazil,,BRA,,land,mountain,true,south_america,3,"52,6,13",2084.92,10.90,483.59,-2.27,0.36,yes,1,1,1,,"{""arms_factory"": 1, ""industrial_complex"": 3, ""infrastructure"": 3}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\501-Saol Paulo.txt
base,10447,阿雷格里港,Porto Alegre,3,,所属地区manpower,2959600,502,南里奥格兰德,Rio Grande do Sul,town,4,0.0,13,BRA,巴西,Brazil,,BRA,,land,plains,true,south_america,3,"133,129,154",1991.52,10.05,368.00,1.57,0.72,yes,1,1,1,"{""coal"": 8}","{""air_base"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\502-Rio Grande Sul.txt
base,4548,弗洛里亚诺波利斯,Florianópolis,2,,所属地区manpower,961350,503,圣卡塔琳娜,Santa Catarina,rural,2,0.0,4,BRA,巴西,Brazil,,BRA,,land,mountain,true,south_america,3,"49,93,148",2021.06,12.75,405.00,1.57,0.60,no,,0,0,"{""coal"": 1}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\503-Santa Catarina.txt
base,10405,茹安维尔,Joinville,1,,所属地区manpower,961350,503,圣卡塔琳娜,Santa Catarina,rural,2,0.0,4,BRA,巴西,Brazil,,BRA,,land,forest,true,south_america,3,"133,84,19",2024.50,10.95,424.00,1.57,0.40,no,,0,0,"{""coal"": 1}","{""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\503-Santa Catarina.txt
